Date,Apple
08/16/2022,85.65737051792829
08/17/2022,88.44621513944223
08/18/2022,87.25099601593625
08/19/2022,79.2828685258964
08/22/2022,72.50996015936255
08/23/2022,70.91633466135458
08/24/2022,72.11155378486055
08/25/2022,76.49402390438246
08/26/2022,60.557768924302785
08/29/2022,54.581673306772906
08/30/2022,49.40239043824701
08/31/2022,45.41832669322709
09/01/2022,48.20717131474103
09/02/2022,42.23107569721115
09/06/2022,39.8406374501992
09/07/2022,42.62948207171315
09/08/2022,38.645418326693225
09/09/2022,46.613545816733065
09/12/2022,60.1593625498008
09/13/2022,37.84860557768924
09/14/2022,41.035856573705175
09/15/2022,35.059760956175296
09/16/2022,31.872509960159363
09/19/2022,39.04382470119522
09/20/2022,45.0199203187251
09/21/2022,37.450199203187246
09/22/2022,35.45816733067729
09/23/2022,30.677290836653384
09/26/2022,32.27091633466135
09/27/2022,33.86454183266932
09/28/2022,29.48207171314741
09/29/2022,13.545816733067728
09/30/2022,5.179282868525896
10/03/2022,13.147410358565736
10/04/2022,20.717131474103585
10/05/2022,21.91235059760956
10/06/2022,19.123505976095615
10/07/2022,9.561752988047807
10/10/2022,10.358565737051793
10/11/2022,8.366533864541832
10/12/2022,5.9760956175298805
10/13/2022,15.139442231075696
10/14/2022,6.772908366533864
10/17/2022,12.749003984063744
10/18/2022,16.334661354581673
10/19/2022,17.131474103585656
10/20/2022,15.936254980079681
10/21/2022,24.302788844621514
10/24/2022,28.286852589641434
10/25/2022,34.66135458167331
10/26/2022,27.888446215139442
10/27/2022,17.529880478087648
10/28/2022,41.83266932270916
10/31/2022,36.65338645418326
11/01/2022,31.474103585657367
11/02/2022,18.32669322709163
11/03/2022,7.171314741035856
11/04/2022,6.374501992031872
11/07/2022,7.569721115537848
11/08/2022,9.163346613545816
11/09/2022,1.593625498007968
11/10/2022,22.709163346613543
11/11/2022,29.083665338645417
11/14/2022,25.099601593625497
11/15/2022,29.8804780876494
11/16/2022,26.693227091633464
