Date,rsi_2,rsi_3,rsi_14,rsi_21,rsi_28,rsi_35
11/17/2021,67.83038719613818,68.94434813644855,72.6221110048671,71.83510423564235,70.64829926013755,69.49049771534585
11/18/2021,86.25233545572235,80.02970031423378,74.79816782819573,73.50569819334923,72.0661071726343,70.74483354458799
11/19/2021,87.74037262269019,81.1020386900632,75.02472717629651,73.67942395934242,72.21361910937524,70.87546375887194
11/22/2021,33.69237018348166,50.788477699561135,70.002661989401,70.10282841259618,69.39740022372696,68.54086105162862
11/23/2021,15.98027528656597,33.760037461226915,65.73919881370253,67.02919263831414,66.96105213750573,66.51186668895957
11/24/2021,79.931052561527,73.75846936521583,71.42041626980475,71.06624049399117,70.24436654720361,69.3432543308363
11/26/2021,50.66570741390237,54.89272620731856,66.88807845621136,67.76067106053043,67.6008756245278,67.12640647135571
11/29/2021,81.98704337146815,76.39655608795167,71.51129693585477,71.11103084713959,70.34871457855225,69.50915096552268
11/30/2021,50.2035912125622,56.31731312691882,66.52397053260438,67.44184981276169,67.39332937057954,67.01603176915594
12/01/2021,16.579130910114486,27.725168515809827,55.600424291444206,59.07042662225064,60.49877071066113,61.11354047485736
12/02/2021,32.01851137355571,35.98997563039927,56.892857397985736,59.95532333005615,61.19674693324901,61.70225886085449
12/03/2021,12.446094965858421,20.818809451933433,50.20635762131112,54.68165854690601,56.776759190224716,57.8706359696241
12/06/2021,6.5254920411465775,14.16964570506758,45.89539508052882,51.174109674770804,53.786951264033156,55.24956343974179
12/07/2021,55.759018210331654,44.99362877061521,51.176255255139246,54.73978144671874,56.56163682067438,57.5638607050369
12/08/2021,58.690163015025625,46.91964085287463,51.519503420523414,54.97234724265934,56.743056873505274,57.7154883381372
12/09/2021,17.131222314363924,23.919703110254304,45.24770637874688,50.03052458809665,52.57424093982481,54.074198002839935
12/10/2021,23.92175633096062,27.289284572272564,45.696397990653665,50.326036701612324,52.800884000020396,54.2614166369378
12/13/2021,8.762829595925481,16.040676324888082,41.802261326662546,47.230316182888274,50.17606077202275,51.959815076882215
12/14/2021,38.36445337836473,31.97832111165421,43.75818597443648,48.491040096690185,51.13076224964446,52.7417749087856
12/15/2021,87.49637282536776,75.03105214376997,53.86883639944922,55.28376491769561,56.37964626990269,57.095179069190024
12/16/2021,40.702970276271415,44.53923029219926,47.26975003485578,50.26483796432645,52.18793071693152,53.44083061431711
12/17/2021,36.305847325456156,41.66344638754993,46.57401789363549,49.72808829333023,51.736255586627024,53.04508848769523
12/20/2021,24.64106604976405,34.370053445066276,45.01085126064066,48.535740201305785,50.738481008404335,52.173675066011555
12/21/2021,80.08764456204456,69.30106214808055,52.45734431422568,53.598052169571964,54.66732806930594,55.439131809253794
12/22/2021,75.23965357432073,66.9602715899485,52.1244960018374,53.35674688563354,54.47006105640772,55.269036256398486
12/23/2021,85.76575332618953,74.76865379321949,54.04266256837046,54.66574881175237,55.48750282367971,56.11564375911403
12/27/2021,96.52183637994933,88.97893676085918,60.27666196450332,59.054220253693,58.947749865902324,59.01967798189325
12/28/2021,78.95667782316772,79.13768268620183,59.007785194802295,58.183676030136006,58.256433465521994,58.43373103533085
12/29/2021,31.95476157154134,47.37456098327629,54.05536768167706,54.75834164992014,55.52724510083292,56.11601155030991
12/30/2021,18.185088264233414,34.257461402176546,51.11697844571075,52.68702579572935,53.862967784207925,54.69567616320201
12/31/2021,13.506534640981869,29.35692070704536,49.941892051962675,51.85915905502383,53.19836562490763,54.128821873564874
01/03/2022,76.0391925268649,66.17240221613245,55.52623919001529,55.57654480990935,56.0506784606335,56.48354743779426
01/04/2022,32.67192595898908,38.52595747619131,50.01079899180741,51.72654708740671,52.97704643459819,53.87034522575743
01/05/2022,12.466258487848563,20.378663572296176,43.41207882324243,46.88105256285011,49.01620484720696,50.45579313796851
01/06/2022,13.501216987522781,20.919175592617535,43.48975579093786,46.93154598792449,49.05441554993504,50.48704503855969
01/07/2022,5.999636617869925,13.597871279248707,40.33688654066445,44.57891124166102,47.118060821857085,48.81116758628078
01/10/2022,5.999636617869925,13.597871279248707,40.33688654066445,44.57891124166102,47.11806082185708,48.81116758628078
01/11/2022,75.19736411079552,56.54928647915724,46.032906961307994,48.17446814053619,49.79358403051402,50.9759005871983
01/12/2022,76.25093618633969,57.50409618796113,46.199578501182025,48.28062770263057,49.87283311223717,51.04012261653569
01/13/2022,21.714476879756887,29.12434783436271,42.06371765896017,45.394290666911196,47.57080337344481,49.08335641358326
01/14/2022,65.23762915910484,56.99157494416338,46.57209188817043,48.23817676960063,49.67908622556063,50.78342690102654
01/18/2022,28.00552956902638,33.422843712263855,42.330647408123696,45.27775756669506,47.31971168788863,48.77880574566351
01/19/2022,15.187655866725677,22.91335854395139,39.46845554417535,43.218560952047845,45.657059601989744,47.35598498568956
01/20/2022,5.851161221856827,12.5746694754192,35.02295293554319,39.897424920816654,42.93023963838445,45.00057859852054
01/21/2022,3.671790753366153,9.477893201738581,33.08553371805162,38.40158589640281,41.6838867110622,43.91509329223545
01/24/2022,2.3666891118821525,7.442650274225585,31.688085704756247,37.314190604662734,40.77512212718527,43.12244149144394
01/25/2022,0.8818874017529339,4.221876839946134,28.60629766500024,34.859442479360126,38.702702674194335,41.30476401266414
01/26/2022,0.8034749367602245,4.018971143058636,28.375152306718007,34.673160360471684,38.544688252905296,41.165834323380906
01/27/2022,0.18121634739546266,1.6801442620778317,24.293227601791457,31.2837059966851,35.631581740380085,38.5860358926662
01/28/2022,33.640402722192135,23.436232685141633,27.927871697830767,33.50545380716338,37.23298476194213,39.84920764428805
01/31/2022,79.81757418719333,64.10169213847581,38.737852527437134,40.40976407689803,42.312525675533685,43.90285551871736
02/01/2022,85.48857183912908,70.66441582068097,41.39591907454141,42.17986648433473,43.6406805582269,44.974748825307394
02/02/2022,93.76737665169045,82.20100688051295,47.224602796056715,46.14977732600563,46.65136632364192,47.41934208587013
02/03/2022,62.04199538410316,65.01355357762694,45.06155033042974,44.70538745123575,45.521202777500015,46.46695923361349
02/04/2022,79.90339845578457,75.22100314815376,48.4043068451289,46.99331687334792,47.261435645214526,47.88222787072662
02/07/2022,80.27260326359641,75.43479172478858,48.47145225153311,47.039074137341366,47.29615501233474,47.91041899122364
02/08/2022,94.18678724991527,86.67151414219623,52.78226803272107,49.991823211821526,49.54029168252292,49.73372323680568
02/09/2022,97.6069502971389,92.13734964528025,56.731771439454384,52.791802529896515,51.70109713912749,51.5041545186937
02/10/2022,34.819419861856275,47.4282786557123,49.85030278152164,48.428683633037586,48.406799387181024,48.79308269638761
02/11/2022,10.590541789113246,20.67198797721757,40.453360625722205,41.954424260860534,43.31692096370856,44.50476571558654
02/14/2022,20.20486960030763,26.087022935192493,41.48183832379024,42.65137250008182,43.84703435287398,44.936071921327276
