Date,rsi_2,rsi_3,rsi_14,rsi_21,rsi_28,rsi_35
11/17/2021,96.98377442156624,89.09316797007659,63.522059780326344,60.05664602053549,58.29486844138326,57.33472137644803
11/18/2021,99.16232303647303,95.64755779264188,71.29629081475971,65.91739986831016,62.92500403285869,61.12786065486673
11/19/2021,99.55534522843645,97.1947795902517,74.83089134358609,68.85348346389054,65.3649225744193,63.18919900005494
11/22/2021,99.61817903014664,97.43467214114119,75.4029403793596,69.33984851099521,65.77456089290806,63.5382592770326
11/23/2021,99.69071128773564,97.6814592724944,75.8925700951446,69.75139067404149,66.11938428706046,63.83122367954181
11/24/2021,99.79602575117694,98.06158620845169,76.57500315947482,70.31985937169102,66.59371517133708,64.23325259683378
11/26/2021,13.145464582605769,29.00902447128729,59.12776187995883,59.04273425939282,58.388446732965306,57.82858406531596
11/29/2021,59.809798316402194,58.39318812318548,64.88818587403514,63.187343728289314,61.663671360749845,60.536867900177946
11/30/2021,84.45362398488885,78.2836454666011,71.31169083057546,68.17569752815189,65.7837900724187,64.04356419322428
12/01/2021,74.84019737995847,72.81455460163107,69.86984569995124,67.17459217680712,65.024693304252,63.43577172957298
12/02/2021,52.19542852457936,60.69390395317921,67.08615505214274,65.25718936112395,63.57490777278139,62.27636005394523
12/03/2021,24.272608728285604,41.15801214476307,62.02701603448735,61.739629512601084,60.89818189282568,60.12588740479558
12/06/2021,74.23585122441321,68.6192719826853,66.89940754142857,65.29936603331484,63.76572538137641,62.53941568664684
12/07/2021,92.00370275599379,85.59728961635734,73.14759085717675,70.20136024520443,67.8792271413202,66.09664259407046
12/08/2021,95.83079695155892,90.64825862174226,76.34755889062747,72.87869265463355,70.21310741568962,68.16756130112323
12/09/2021,84.98434081420088,84.70698319171048,75.06312299732609,71.97336518089584,69.5147105053798,67.60080018893744
12/10/2021,95.20070015303527,92.05360025933915,78.69327047804211,75.03549061442025,72.21037922072863,70.014216946105
12/13/2021,46.84158281337403,59.51605992403326,70.32834050296313,69.02750928334797,67.51333069905746,66.16493177647965
12/14/2021,33.79350235427103,49.53469572124938,67.39616613208483,66.89024066695947,65.82576455828394,64.77173107344593
12/15/2021,77.66110915274709,73.25229681975533,71.85111372600554,70.29434325047515,68.68684241430094,67.27224049075805
12/16/2021,26.992754617672816,36.652064758963085,59.45788798744974,60.97092869968086,61.16468912778556,60.96258083858989
12/17/2021,22.352563146204957,32.74746195876327,57.75124662787941,59.64934415037924,60.07918300807935,60.04033304448737
12/20/2021,15.667395801218618,27.327811201824076,55.61758107703782,58.01076724834484,58.73753598211346,58.90192058223701
12/21/2021,64.77723931780343,53.96557824055479,59.38438416584514,60.65597309001463,60.85083630903076,60.69036283298641
12/22/2021,81.960962329759,68.24552606815543,62.209462930227055,62.675306130392904,62.48071666951991,62.079723132262785
12/23/2021,85.4011146043762,71.45344239688245,62.880973539733766,63.15485493495027,62.867895116390685,62.41002506358547
12/27/2021,95.72334510058765,85.42743352612077,66.89041012133566,66.05289048129394,65.22303970670288,64.42842350921993
12/28/2021,70.22319442509054,71.87508229290177,64.95028026000733,64.681159804345,64.13969300170098,63.52673027078344
