Date,rsi_2,rsi_3,rsi_14,rsi_21,rsi_28,rsi_35
11/17/2021,41.10628571040778,52.109456550679404,53.80524383972935,51.45815485754034,50.41291531703122,50.07462699198956
11/18/2021,27.221507357960945,42.6866140364938,52.15750795550121,50.40242363257508,49.626921923305346,49.44194241437386
11/19/2021,76.87248507440302,69.21903907681578,56.69602118218188,53.580244615016454,52.08869207353999,51.44871209969438
11/22/2021,40.76937433299993,47.71490242289629,53.170593302941114,51.338642705909,50.42991750067056,50.11960567569055
11/23/2021,22.36076669094642,33.878064642439824,50.22293859185823,49.4353260399279,49.01130112463044,48.97802605454431
11/24/2021,59.45878812545077,54.10650281248499,53.06247290794862,51.35416598730727,50.47526470289868,50.16211525838407
11/26/2021,19.87546260387157,27.657275866727858,47.04011635183214,47.4167763767604,47.526232439345826,47.78315785166335
11/29/2021,56.056538358596505,50.22640414020176,50.761699338437246,49.910398136419424,49.421296386328244,49.313379280558344
11/30/2021,16.034486567536476,21.901074762638444,41.98121073217218,43.872773409355545,44.78562265793312,45.51832952778982
12/01/2021,6.522238851128108,11.749456212708495,35.27058185388624,38.83466687031985,40.73820292159833,42.11095182413532
12/02/2021,6.407059947290989,11.626970967913422,35.17882672265084,38.76384873103402,40.680436486875635,42.0618421059183
12/03/2021,4.011793377961126,9.19606412672475,33.58809531783538,37.54845943231972,39.69370572392495,41.225212039183525
12/06/2021,71.11506130529965,54.00950180773198,42.31587293404599,43.34372078222701,44.065262236753426,44.74070936300468
12/07/2021,82.2376778922457,65.46087589973993,45.75429521190509,45.71273970856699,45.88714166831081,46.22366269325952
12/08/2021,91.9562132014441,78.22171398191816,50.71742586457593,49.21101563555052,48.61036095672419,48.457499994321
12/09/2021,83.25696605879338,74.29053651922578,50.24471515576997,48.89512191969149,48.36932797255196,48.26045252853224
12/10/2021,81.7930594885097,73.76451875122628,50.197053681868994,48.863967260700555,48.345811776288706,48.24135026852197
12/13/2021,94.61530584938761,84.73955080666636,53.41922602346978,51.080182307813516,50.05109896317032,49.631064683210425
12/14/2021,77.37189114021079,77.08594414292294,52.83672429379971,50.71501353302909,49.7814265541384,49.41495556940991
12/15/2021,95.33351556486363,90.5728915257577,58.04007323474131,54.334775480871976,52.57942761189299,51.7011307195559
12/16/2021,40.48080989272415,51.65052646214936,52.696106839463,50.979184155484006,50.10822527749593,49.726499960258664
12/17/2021,34.04738187306478,46.706859585799705,51.85187601151467,50.442090716755025,49.710383746659225,49.40753392207877
12/20/2021,10.048882451593897,22.469046822857393,45.90158612909171,46.57123410943469,46.814263244918344,47.07217817696728
12/21/2021,63.71496576019423,57.32246367646882,52.110816439593066,50.73586192030799,49.984628369614704,49.64288099649227
12/22/2021,42.15672189602941,44.47079307744763,49.489186146475724,49.01654375778295,48.69456201723719,48.601452532700414
12/23/2021,68.97457166752747,61.15660714364225,52.758496918220494,51.23300796284571,50.39060941730987,49.98119845926142
12/27/2021,90.0489032536874,80.85999806509258,59.24639943412932,55.837254986186245,53.992875215514395,52.950628108104155
12/28/2021,90.0980876973822,80.91309790246675,59.26842561283319,55.85325658168642,54.00553873244925,52.96113872859211
12/29/2021,49.76175800839109,60.32721133752911,56.56853219708242,54.163526588947775,52.7703666312705,51.980923388451195
12/30/2021,63.795834576855185,65.95246577525378,57.47176514329436,54.785328415062274,53.25040482539503,52.37376192727812
12/31/2021,15.36676769057992,29.98202216657981,51.0254575262193,50.710822763747636,50.26200003424955,49.9986093855497
01/03/2022,40.19286167183191,42.780580733694585,52.59116999419339,51.741180989468916,51.04103085706633,50.628771653978966
01/04/2022,26.12547129872314,34.1793832416531,50.98022757217769,50.71941336581879,50.291299983816224,50.03301614483286
01/05/2022,4.9252048575065,11.973876458494772,42.38287568583512,44.983755678092855,45.98396131815229,46.564548754913226
01/06/2022,54.477804328232104,46.7675479142015,48.639151230653404,49.042073967935146,49.02091732745569,49.00534097702536
01/07/2022,50.244856446497295,44.62900759768981,48.18377530214906,48.73698716987751,48.791000882283235,48.81981409313587
01/10/2022,26.972433828083254,32.32039919829727,45.629416964410034,47.031301425956165,47.508026466021825,47.78581607450549
01/11/2022,71.57173067400707,60.202911200932206,50.42283171093177,50.134620148358216,49.825185905521266,49.64512619845568
01/12/2022,58.896806813115575,54.29164154847145,49.59322833558385,49.59705060120528,49.426528512981974,49.32654831524217
01/13/2022,18.61808854021585,28.58019721941298,44.75007273095166,46.4057704495253,47.04233894663915,47.413453751753906
01/14/2022,61.12473503420043,54.4480858911602,49.034898907369204,49.1520300655626,49.07865146283894,49.03991810186294
01/18/2022,16.746041090028584,22.89390583267074,40.461849555619665,43.24879256236243,44.56991247077775,45.37488441419676
01/19/2022,27.735412354094336,29.32780045778108,41.613152313767884,43.98852539686957,45.117496095204295,45.81148509117845
01/20/2022,17.830632422029126,23.214051760767518,39.866266217297614,42.75718444110758,44.165441470191126,45.03186815740622
01/21/2022,4.290026321414132,9.74627434481998,33.2279217664985,37.84199568376322,40.27103003833728,41.79615302931395
01/24/2022,41.22423670212708,33.639511864681225,37.83982632439589,40.79852451875352,42.44843809205104,43.52449143559187
01/25/2022,18.80221821819211,20.84786051852994,33.93918908776362,37.875723230294,40.10572329892296,41.56148693808017
01/26/2022,11.050485907003193,15.241686965292786,31.671882246642937,36.12346215917562,38.678198938404144,40.35333524960439
01/27/2022,11.183156884423738,15.303577223533466,31.680786495734978,36.12908287012547,38.68229926288323,40.356568527697554
01/28/2022,71.43257487340871,52.26686637488985,37.84758746004182,40.04542753888872,41.547909079236995,42.620293987371674
01/31/2022,91.11822633021464,76.93435604771074,46.365083430318045,45.75126313182941,45.83631819393961,46.06299761800844
02/01/2022,94.72866126244045,83.34893539755208,50.03010845279729,48.31785425085313,47.80969565688914,47.66926266194622
